# number, cdf
0.5, 3.7954732646573196e-2
0.6, 5.6943343686103084e-2
0.7, 7.715288573478153e-2
0.7999999999999999, 9.79398993469657e-2
0.8999999999999999, 0.11902604564096286
0.9999999999999999, 0.1403261723453641
1.0999999999999999, 0.16183521534104228
1.2, 0.183566434530184
1.3, 0.20552311850269303
1.4000000000000001, 0.2276891630802851
1.5000000000000002, 0.2500290839858978
1.6000000000000003, 0.2724919512216095
1.7000000000000004, 0.29501644482226896
1.8000000000000005, 0.3175356075037005
1.9000000000000006, 0.33998079812191184
2.0000000000000004, 0.3622846703795309
2.1000000000000005, 0.3843833149546625
2.2000000000000006, 0.4062176705230623
2.3000000000000007, 0.42773433375498476
2.400000000000001, 0.4488859862821933
2.500000000000001, 0.46963146159779723
2.600000000000001, 0.4899356292539671
2.700000000000001, 0.5097691273340222
2.800000000000001, 0.5291079825302393
2.9000000000000012, 0.5479332136627847
3.0000000000000013, 0.5662303757498871
3.1000000000000014, 0.5839891358363063
3.2000000000000015, 0.6012028258664788
3.3000000000000016, 0.6178680442360113
3.4000000000000017, 0.6339842631761917
3.5000000000000018, 0.6495534624499661
3.600000000000002, 0.6645798115115557
3.700000000000002, 0.6790693527122124
3.800000000000002, 0.6930297398763636
3.900000000000002, 0.7064699787017356
4.000000000000002, 0.7194002139566303
4.100000000000001, 0.7318315266162901
4.200000000000001, 0.7437757528793296
4.300000000000001, 0.7552453343467795
4.4, 0.7662531753418004
4.5, 0.7768125171766651
4.6, 0.7869368372039613
4.699999999999999, 0.7966397515949976
4.799999999999999, 0.8059349308202637
4.899999999999999, 0.8148360343768204
4.999999999999998, 0.8233566468901237
5.099999999999998, 0.831510223539461
5.1999999999999975, 0.8393100501840818
5.299999999999997, 0.8467692033885141
5.399999999999997, 0.8539005171812144
5.4999999999999964, 0.8607165608913474
5.599999999999996, 0.8672296155241119
5.699999999999996, 0.8734516580504862
5.799999999999995, 0.8793943461259132
5.899999999999995, 0.8850690114660454
5.999999999999995, 0.8904866512180735
6.099999999999994, 0.8956579223535199
6.199999999999994, 0.9005931419418254
6.299999999999994, 0.9053022851355802
6.399999999999993, 0.9097949872034973
6.499999999999993, 0.9140805448488991
6.5999999999999925, 0.9181679221047798
6.699999999999992, 0.9220657538746483
6.799999999999992, 0.9257823519893819
6.8999999999999915, 0.9293257119077033
6.999999999999991, 0.9327035186263953
7.099999999999991, 0.935923155769529
7.19999999999999, 0.9389917123351008
7.29999999999999, 0.9419159912733317
7.39999999999999, 0.9447025169542512
7.499999999999989, 0.9473575448482245
7.599999999999989, 0.9498870692096623
7.699999999999989, 0.952296831819481
7.799999999999988, 0.954592330663007
7.899999999999988, 0.9567788277613124
7.999999999999988, 0.9588613584981452
8.099999999999987, 0.9608447392547882
8.199999999999987, 0.9627335756972792
8.299999999999986, 0.9645322708694447
8.399999999999986, 0.9662450325282154
8.499999999999986, 0.9678758814714676
8.599999999999985, 0.9694286584989265
8.699999999999985, 0.9709070317597445
8.799999999999985, 0.9723145037769861
8.899999999999984, 0.9736544183474697
8.999999999999984, 0.9749299668033633
9.099999999999984, 0.9761441949134618
9.199999999999983, 0.9773000087176329
9.299999999999983, 0.978400180576183
9.399999999999983, 0.9794473549234551
9.499999999999982, 0.9804440538737729
9.599999999999982, 0.9813926823219982
9.699999999999982, 0.9822955334462009
9.799999999999981, 0.9831547934095524
9.89999999999998, 0.9839725461725456
9.99999999999998, 0.9847507780570741
